Update,Date,Ticker,Likes,Trader,Seguidores,Profile_Url,Recommendation,Title,Content,Sentiment
,2023-09-12 13:59:02,DJI,2,Erickmfg,4,/u/Erickmfg/,,DJI praticamente estavel em 1 ano,"De um ano para ca, principalmente de Março desse ano em diante, as bolsas americanas voltaram a ter um desempenho positivo com o arrefecimento da inflação e também com o FED mais próximo do fim do ciclo de aperto monetário.  

Porem, podemos ver que o índice Dow Jones pouco movimentou desde Novembro do ano passado, ficando lateralizado. Isso porque o índice é mais pesado em empresas Industriais e com as taxas de juros em patamares muito elevados, as industrias são mais sensíveis a juros altos, pois tem mais dificuldade de fazer investimentos e consumidores tendem a ser menos consumistas.  

De agora em diante, o interessante para o DJI é ficar atento as próximas movimentações da economia americana, que por sinal segue forte e com dados de PMI voltando a se recuperar com mais expressividade. 

O mercado de trabalho americano ja começou a mostrar sinais de desaceleração. A preocupação agora, é ate que ponto vai desacelerar e levar a economia americana a uma recessão, que é um dos maiores debates do mercado atualmente: No landing, Soft Landing ou Hard Landing? 

Caso um recessão venha, o Dow Jones tende a performar ainda pior. Industrials não vão bem em recessões, mas pode ser uma oportunidade para um corte de juros americano e o fim da recessão.  
 nan",
,2023-09-12 13:55:20,PETR4,3,EvaldoInvest,16,/u/EvaldoInvest/,Viés de alta,"""#PETR4 tem chance de alcançar 30% em 3 meses""","O ativo #PETR4 está neste instante fazendo fundo em 33,10 e batendo na resistência de 33,80.  Se romper vai buscar 35,00 reais , e ai já seria uma alta de 30%, tomando por base o  fundo que fez em 17 de julho de 2023. 
Pelo lado da baixa se perder a faixa de preço dos 32,00 reais perde o desenho de rompimento dos 33,80 e fica para começar tudo de novo.  nan",1.0
,2023-09-12 13:06:02,USDJPY,1,PINHEIROTRADEDIARIO,14,/u/PINHEIROTRADEDIARIO/,Viés de baixa,Análise USD/JPY,"





		O par usd/jpy, se encontra em um topo histórico ou muito próximo dele, já evidenciamos fraqueza no movimento de alta, este mês observando as movimentações dentro do canal de alta formado desde 2021, temos uma divergência sútil no RSI em H4 observando os últimos 3 topos de alta, logo abaixo entre 145.236 e 144.256, temos uma região de topo rompido formado por uma perna de alta de dois meses atrás, que possivelmente será testada no ajuste da última onda mensal formada, estas regiões informadas, vão de encontro ao ajuste de 23,6% de fibonacci, se rompido temos o fundo do canal como alvo até o final do mês. Portanto ao eu ver haverá um primeiro ajusta nesta semana e inicio da próxima, já se constata melhoras nos dados econômicos do yen, melhora do PIB e uma possível alta dos juros, que pode atrair investidores na moeda, em vista que a mesma encontra-se ""barata"" diante do dólar. nan",-1.0
,2023-09-12 12:49:54,BPAN4,5,RicardoTominaga,324,/u/RicardoTominaga/,Viés de alta,BPAN4 com perspectiva de continuação do impulso de alta,"O ativo iniciou o ciclo de impulso de alta no fundo a 4,57. O Fib360 utilizado para projetar o movimento identificou com sucesso as proporções com que o ativo vem formando os swings. Minha interpretação de EW é de que esse movimento de congestão entra as zonas de confluência de R4 e R5 seja uma onda IV de correção, precedendo, portanto, a onda V de impulso para cima. Caso exceda o topo mais recente em R5, temos as projeções de R6 e R7 como target. O ativo acabou de formar um fundo duplo no suporte, validado pelo padrão de candlesticks conhecido como Bullish Engulfing, ou Engolfo de Alta. Assumindo que seja uma IV de correção, o stop está posicionado abaixo do limite da onda iv de III, a 7,79. nan",1.0
,2023-09-12 09:32:24,BTCUSD,32,GustavoCorrea1,2920,/u/GustavoCorrea1/,,PANORAMA BITCOIN 12/09 - UMA VOLTA EM V," 
Olá Amigos! Fica aqui minha análise do Bitcoin. 
E espero que tenha ajudado. Deixe Boost e compartilhe esta ideia! 

Ah e não esquece de me seguir aqui no Trading View nan",
,2023-09-12 08:55:42,EURUSD,2,mgptec,47,/u/mgptec/,,Resumo do Mercado 12/09/2023,"ÍNDICES US500, US30, USTEC- Futuros americanos corrigem no dia após baixa descontando possível aumento do IPC que deve sair amanhã.. 

ÍNDICES DAX, UK100, CAC40 - Índices europeus em divididos em quanto aguardam resultado do BCE relativo a paralização nos aumentos nas taxas de juros e de permanência. 

Dolar - Dolar valoriza fazendo retoque em LTA após romper tendência de alta. 

EURUSD - Euro faz retoque em rompimento enquanto dolar faz movimento contrário. 

 XAUUSD - Ouro negativo no dia de hoje com valorização do dolar às vesperas do IPC, porém afunila em uma formação de triangulo que se faz entre uma LTA e uma LTB. 

Petróleo - Petróleo dispara em escassez de oferta (corte da Arabia Saudita e Rússia) e ensaia romper 87 usd o barril. 

Criptomoedas - BTC toca suporte de canal paralelo de alta e dispara a média de 30 sessões. 

ATENÇÃO POR FAVOR: 
Caso esteja gostando do conteúdo, não se esqueça de clicar no ""foguete/like"", isso me ajuda entender que o conteúdo esta agradando e faz com que esse conteúdo alcance mais gente. 



Especialista - Michel de Paula 
 nan",
,2023-09-12 08:00:18,BTCUSD,1,EvaldoInvest,16,/u/EvaldoInvest/,,"""#Titulo americano  10 anos não arrefece #bitcoin  está adaptado","O titulo americano está descansando  na região dos 4,28 a pouco voltou a tocar os 4,30% ainda  aguardando motivo para romper máximas ou fazer uma bela correção, os dados irão mover as decisões do #FED e também o futuro da taxa deste titulo. 
Por outro lado o #bitcoin parece ter se adaptado a esta nova realidade de liquidez se equilibrando para não perder a região dos 25000 USD. 
Enquanto isto aguardamos o #IPCA como sendo aquele que pode dar uma esperança para a nossa bolsa vencer algumas resistências no curto prazo levando junto o tão sofrido setor de ativos de crescimento . Enfim esperamos que venha o melhor , apesar das previsões não serem boas para a tão pop star inflação. nan",
,2023-09-12 07:28:54,IBOV,2,BolsaeValor,10,/u/BolsaeValor/,,Morning Report 12/09/2023,"Agenda: 
09:00 – BRA – IPCA 
14:00 – USA – Leilão Americano de Note 10 anos 






USDBRL



IBOV



VALE3



PETR4



Brasil 
O 
			

IBOV

		 forma um novo canal lateral, oscilando entre os 115.500 e 118.500 pontos. Enquanto isso, a cotação do 
			




USDBRL

		 se mantém próximo dos R$ 5,00, sem uma tendência definida. 

Política: 
De acordo com a análise da Moody's, a recente aprovação pela Câmara dos Deputados do teto de juros para o cartão de crédito rotativo tem potencial impacto negativo sobre os bancos brasileiros. Como resultado, existe a possibilidade de que essas instituições financeiras se tornem mais cautelosas ao conceder produtos de maior risco aos clientes. 

Hoje, às 9h será divulgado o Índice de Preços ao Consumidor Amplo (IPCA). As projeções indicam um aumento de 0,28% em agosto, o dobro do registrado em julho (0,12%). Esse aumento se deve, em parte, ao término do desconto do bônus de Itaipu e reajuste dos preços dos combustíveis. Na comparação anual, espera-se que o IPCA acelere de 3,99% para 4,66%. 


Estados Unidos 


SPX



NDX



DJI



US10Y







		Em termos de análise técnica, no médio e longo prazo, os índices de ações 
			

NDX

		 e 
			

SPX

		 permanecem dentro de um canal de alta, impulsionados pelo otimismo relacionado à expectativa de que o Federal Reserve encerre o ciclo de aumentos das taxas de juros em 20 de setembro. 
Hoje, os índices futuros estão apresentando uma ligeira queda, após registrarem fortes ganhos no dia de ontem, quando o 
			

NDX

		 avançou 1,1%, enquanto o 
			

SPX

		 e o 
			

DJI

		 adicionaram cerca de 0,7% e 0,3%, respectivamente. Como destaque de alta, a Tesla registrou um aumento de cerca de 10% na sessão, impulsionada por uma atualização otimista do Morgan Stanley, enquanto a Qualcomm adicionou quase 4% após anunciar que fornecerá modems 5G para a Apple até 2026. 

Europa 


SX5E



DAX



UKX



CAC40







		Os índices de ações europeus estão sendo negociados de forma mista nesta manhã, com o setor de varejo registrando um aumento médio de 1%, enquanto os setores de produtos químicos e tecnologia estão recuando 0,7%. No que diz respeito aos indicadores econômicos, o Reino Unido apresentou um aumento contínuo nos rendimentos dos salários, apesar do aumento na taxa de desemprego do país, que subiu de 4,2% para 4,3%. A próxima decisão sobre as taxas de juros do Banco Central Europeu está programada para ser divulgada na quinta-feira. O mercado está projetando uma probabilidade de cerca de 40% de que o banco central aumente as taxas em 25 pontos base, para 4,00%. 

Ásia/Pacífico 


HSI


000062



NI225



KOSPI







		Os mercados da Ásia/Pacífico encerraram a madrugada com resultados mistos. O índice Hang Seng registrou uma queda de 0,39%, apesar do aumento de 8,7% nas ações da incorporadora imobiliária Country Garden, após os credores aprovarem a prorrogação dos pagamentos de seis títulos onshore. Na Austrália, o S&P/ASX 200 ampliou os ganhos observados na segunda-feira, uma vez que a pesquisa de confiança empresarial do país para agosto fortaleceu-se, atingindo +2, em comparação com +1 em julho. 

Commodities 


FEF2!



GOLD



USOIL


AW1!







		Os contratos futuros do petróleo Brent e WTI são negociados muito próximos das máximas do ano, cotados a US$ 91,35 e US$ 87,97 o barril respectivamente. 

O Minério de ferro fecha em alta de 1,02% em Singapura, cotado a US$ 119,05 a tonelada. As minerados 
			

BHP

		 e 
			

RIO

		 encerram os pregões na Austrália em alta de 1,21% e 1,52%.  
 nan",
,2023-09-12 00:50:32,SOLUSDT.P,1,RuivoSergio,7,/u/RuivoSergio/,Viés de baixa,Solana numa semana de SEC x FTX vai ter baguncinha,"A maior posição da ftx em ativos digitais é da SOLusdt então há um favorável ambiente para uma operação em short. A melhor opção seria aguardar um gatilho de entrada no 1h sobrecomprado e ou manipulação de região de resistência com pivot de baixa. Minha operação esta na tela, inclusive já pegou a ordem da pedra. No D está frio o RSI pra gerar repiques mas inevitavelmente a notícia irá deixar volatilidade forte no mercado e desabar o preço do ativo. Vá no seu gerenciamento. nan",-1.0
Atualizado ,2023-09-11 23:14:05,CCM1!,16,Rafael_Lagosta,90,/u/Rafael_Lagosta/,Viés de alta,"O MUNDO DE LAGOSTA - ""Nem galinha come""","


                            Trade active:                        

                            correria!

                        




                            Trade active:                        

                            Fala, galera! Como combinamos, já atingimos o primeiro objetivo do pivô, que era a região dos 60,30, como mostrado pelo estudo. Reproduza com tendência no diário semanal lembrando que no diário nós temos uma forte agulhada de compra e no semanal de brindes nós temos um w armado pronto para ser deflagrado, sabendo disso fica aqui o alerta que Agora, nosso próximo passo é passar rapidamente por esse ponto para evitar qualquer chance de topo e seguirmos em direção ao objetivo de 62,30, que é muito atrativo para a continuação dessa operação. 

Ao analisarmos intraday, notamos que o mercado formou um Candle de reversão abaixo do nível de 59,37. Isso pode indicar que a pressão vendedora está aumentando. Além disso, devemos ficar atentos ao fiapo de suporte na região dos 58,66, pois um mergulho mais forte pode ocorrer, tornando 57,30 um ponto de atração. 

Vamos acompanhar de perto os movimentos do mercado para tomar decisões embasadas e alcançar nossos objetivos!

                        




                            Trade active:                        

                            Numa pequena vila chamada Ailos, as pessoas dependiam majoritariamente da agricultura. A principal cultura era o milho, cujo preço oscilava com frequência devido a eventos naturais, políticos e econômicos. Na última semana, uma onda de ansiedade varreu a vila. Os rumores de que o preço do milho estava prestes a disparar corriam de boca em boca. 

Lagosta, um antigo contador de histórias da vila, percebeu o crescente clima de estresse e decidiu reunir as pessoas na praça central. Sentado sob a sombra de uma grande árvore, começou a narrar sobre momentos da história mundial onde o preço do milho tinha sido a linha tênue entre a prosperidade e a ruína. 

Ele contou sobre o antigo Egito, quando José, através de seus sonhos, previu sete anos de fartura seguidos por sete anos de escassez. Sob sua orientação, o Egito estocou grãos suficientes durante os anos de abundância, garantindo que seu povo não passasse fome durante os anos difíceis. Aquilo não era apenas sobre o milho, mas um testemunho da importância de se preparar para tempos incertos. 

Lagosta também mencionou a Crise dos Mísseis de Cuba em 1962, onde embargos comerciais resultaram em uma escassez de alimentos, incluindo o milho. Milhares de pessoas enfrentaram dificuldades até que a situação se normalizasse. 

""O milho"", Lagosta explicou, ""não é apenas um grão. É uma representação da vida. Quando seu preço aumenta, tudo, desde o pão até a galinha, fica mais caro. Se o milho faz parte da sua vida, sugiro que considerem a história de José e se preparem. Mas não é apenas uma questão de estocar; é também sobre entender o mundo ao seu redor e se adaptar a ele."" 

Ele concluiu, pedindo aos aldeões que levassem seu aviso a sério, e que buscassem entender como essas mudanças afetariam suas vidas. 

""Não sei ao certo por que o preço do milho está subindo agora,"" admitiu Lagosta, ""mas encorajo todos vocês a buscar informações, entender os motivos por trás desta elevação e se adaptar da melhor maneira possível."" 

Ao se despedir, ele deixou todos com uma mensagem final: ""Se cuidem e estejam preparados. E lembrem-se sempre de olhar para o passado para aprender e construir um futuro melhor."" 

Um grande beijo do Lagosta!

                        

 

                        Fala Traders e afins... 
""Pipoca na panela, um programa legal, só eu e você, vamos dar uma olhada lá."" 
 Quero ver a pipoca estourar!!! 

 É isso aí, galera, vamos comentar rapidinho sobre  O milho, né?  

Temos uma resistência forte na região de 54,41, e acima desse valor podemos subir rapidamente até 55,25. Estamos enfrentando um período de congestionamento, que só será superado ao rompermos os 58,80, dando início a uma forte tendência de alta, com um primeiro alvo na região de 60,73. Mas o clímax desse movimento, observando o gráfico diário e semanal, provavelmente será alcançado na região de 63,19, talvez até 65,90, atingindo 100% do movimento esperado.  

Desistiremos desse movimento caso percamos a região dos 53,22, mas isso só anularia o suporte atual no gráfico diário, e entraríamos em uma nova queda significativa se perdermos a região dos 51,70, que é a mínima atual da situação e abriria caminho para uma nova derrocada. O primeiro obstáculo nesse cenário seria na região de 49,77.  

No entanto, sinceramente, não acredito nesse cenário, considerando todo o movimento que estamos observando no volume de negociações, no estilo de operação dos traders e também levando em conta o vencimento de certos contratos que estão chamando minha atenção. Contrariamente ao que penso, o objetivo seria alcançar a região dos 47,30, quiçá 44,60."" 
Esse é o papo de hoje... fiz mais para deixar o debate em aberto .. comentem!! 


]Um grande beijo do Lagosta!!! 

",1.0
,2023-09-11 19:21:16,HSI,2,lucascmoraes,64,/u/lucascmoraes/,,Observatório - Análise de Índices Mundiais,"Nesse vídeo destaco os principais pontos e expectativa de movimento para os índices abaixo: 

- S&P500 
- NASDAQ 
- DOW JONES 
- HANG SENG 
- EURO STXX 50 
- NIKKEI 

Quer outro índice para o próximo vídeo? 
Comenta aqui abaixo 

Espero ter ajudado! nan",
,2023-09-11 19:09:00,HASH11,1,lucascmoraes,64,/u/lucascmoraes/,,Observatório - Análise de Criptomoedas,"Nesse vídeo destaco os pontos e movimentos para a semana das principais criptomoedas do mercado. 

Ativos comentados: 

- BTC 
- ETH 
- BNB 
- XRP 
- SOL 
- HASH11 

Espero que te ajude! 
Não deixe de ver os outros Observatórios! 
Até o próximo vídeo! nan",
,2023-09-11 18:58:33,DI1F2025,2,lucascmoraes,64,/u/lucascmoraes/,,Observatório - Análise dos Futuros,"Nesse vídeo destaco os principais pontos e movimentos para a semana dos Futuros! 

Ativos comentados: 

- Dólar 
- Índice 
- DI 

Espero que te ajude! 
Não deixe de conferir os outros Observatórios! nan",
,2023-09-11 18:57:26,IBOV,3,EvaldoInvest,16,/u/EvaldoInvest/,Viés de alta,"""Se o #IPCA ajudar amanhã #IBOV pode sonhar em voar alto""","""Se o #IPCA ajudar amanhã #IBOV pode sonhar com os 118500"" daqui a alguns dias, isto é muito importante.  

Depois de uma surpreendente arrancada patrocinada  por #VALE3 e amigos , o #IBOV volta a sonhar com os 118500. Níveis que a poucos dias atrás ja tenha atingido e perdeu principalmente por causa do mal humor interno. 
Amanhã , também conhecido como terça-feira 12 de setembro de 2023, pode ter o combustível que falta para esta nova arrancada. Sai as 09:00 horas o tal esperado #IPCA de agosto de 2023 e também o anualizado. Vamos ver se isto faz alguns ativos acordarem e outros pararem de cair. nan",1.0
,2023-09-11 18:48:19,CORN,2,lucascmoraes,64,/u/lucascmoraes/,,Observatório - Análise de Commodities,"Nesse vídeo destaco os principais pontos e a expectativa para a semana das Commodities! 

Ativos comentados: 
- Ouro 
- Prata 
- Petróleo 
- Minério 
- Café 
- Milho 
- Soja 
- Boi 

Espero que te ajude! 
Não deixe de conferir os outros Observatórios! nan",
,2023-09-11 18:34:48,UTIL,3,lucascmoraes,64,/u/lucascmoraes/,,Observatório - Análise do Panorama Nacional,"Nesse vídeo destaco os principais pontos e a expectativa para a semana do Ibovespa, EWZ e dos principais Índices da nossa bolsa (IMAT, IMOB, INDX, IFNC, ICON, IEEX, UTIL). 

Espero que te ajude! 
Não deixe de conferir os outros Observatórios! nan",
,2023-09-11 17:57:06,USDJPY,1,BlackBull_Markets,64,/broker/BlackBull_Markets/,,USD / JPY reage exageradamente ao sinal de aumento da taxa do...,"USD / JPY reage exageradamente ao sinal de aumento da taxa do BoJ? 

Uma enorme lacuna no USD/JPY pareceu começar na semana após comentários do Governador do Banco do Japão, Kazuo Ueda, sobre um possível fim à sua política de taxas de juros negativas (NIRP). Em uma entrevista ao jornal Yomiuri no sábado, o governador Ueda mencionou que até o final do ano, o BOJ poderia acumular dados suficientes para avaliar se as condições estão presentes para aumentar as taxas de juros. Os comentários da Ueda seguem uma série de comentários agressivos de funcionários do BOJ nas últimas semanas, em meio a pressões inflacionistas no Japão. 

Na manhã de segunda-feira, o USD/JPY recuou do seu pico de 10 meses de 147,87. Negociou para 145,89, encontrou resistência logo abaixo de 147,00, antes de encontrar uma casa em torno de 146,56. 

No entanto, o mercado está a reagir de forma exagerada aos comentários da Ueda? Sua conversa sobre uma saída não sugere grandes mudanças na política monetária este ano, pelo menos, e passar de -0.10% para taxa não negativa é simbolicamente importante, mas a taxa do BoJ (Banco do Japão) ainda está 5 pontos percentuais atrás da do Fed. sabendo disso, você ficaria surpreso se o USD/JPY começasse seu parecer favorável novamente? Os dados do IPC (Índice de Preços ao consumidor) dos EUA divulgados nesta quarta-feira podem ser um catalisador para o par atingir 147,00 novamente, dependendo se as pressões de preços aumentam mais do que o esperado (atualmente, o consenso é para um aumento dos atuais 3,2% para 3,5%) nan",
,2023-09-11 17:50:06,MGLU3F,1,Marcellods,4,/u/Marcellods/,Viés de alta,MGLU3F ,"Ativo: MGLU3F 

Compra: R$ 2,60 
Gain: R$ 2,64 
Stop: máximo R$2,44 
***Atenção**** 
Ativo em um canal de baixa, com sinais de retornada no R$2,60. 
Mas se ativo perde R$2,44 força vendedora entra em ação. 

O Magazine Luiza é uma empresa de varejo que atua com lojas físicas e no e-commerce. Atualmente a companhia possui 900 lojas físicas. O marketplace da marca reúne mais de 8 mil sellers. A empresa também é dona das plataformas Netshoes, Zattini e Shoestock. 

Além do varejo, a empresa ainda atua com produtos financeiros. São eles o cartão de crédito Luizacred, o seguro Luizaseg e o Consórcio Luiza. 

Desde 2011, o Magazine Luiza faz parte do Novo Mercado da B3, a bolsa de valores de São Paulo. Há vinte anos, integra a lista das melhores empresas para trabalhar no Brasil e por dois anos consecutivos foi considerada a número 1 do varejo. nan",1.0
,2023-09-11 17:14:50,AGRO3F,1,Marcellods,4,/u/Marcellods/,Viés de alta,AGRO3F ( Resultado do estudo),"Ativo: AGRO3F - Resultado positivo, estudo realizado 09/09/2023 
Compra: 26,78 
Gain: 27,18 Lucro de  R$0,40 centavos por ação 
Stop: 25,15 

*** Atençao ativo em alta**** 

Conceito:A Brasilagro é uma empresa do setor do agronegócio. Ela realiza a aquisição, desenvolvimento, exploração e comercialização de propriedades rurais com aptidão agropecuária. A partir do momento da aquisição, a empresa busca implementar culturas de maior valor agregado. Ela também realiza investimentos em infraestrutura e tecnologia. 

O portfólio de produtos da Brasilagro é composto principalmente por cana-de-açúcar, soja, pecuária, milho e algodão. Desde o início das operações em 2006, a empresa adquiriu um total de 12 propriedades rurais. Quatro delas já foram vendidas. Em 2019 o grupo detinha propriedades em sete estados brasileiros, além do Paraguai. Na safra 2017/2018, foram 103 mil hectares cultivados. 

A Brasilagro foi a primeira empresa de produção agrícola a abrir o capital no Novo Mercado da B3. Foi também a primeira empresa brasileira do agronegócio a listar ADRs (American Depositary Receipts) na Bolsa de Nova Iorque. 

A Cresud, uma sociedade anônima criada na Argentina, detém 40,69% das ações da Brasilagro. O restante dos ativos (59,31%) está listado na B3, com ações ordinárias (AGRO3). A empresa também está no mercado fracionado (AGRO3F). nan",1.0
Atualizado ,2023-09-11 16:06:51,GC1!,8,Victoredbr,508,/u/Victoredbr/,,Panorama semanal sobre a semana de rolagem de contratos,"


                            Comment:                        

                            Não sabe o que é rolagem de liquidez ? Veja as ideias relacionadas.

                        

 

                        Fala galera. Tudo bem? Espero que vocês estejam bem. Pessoal decidi meio que passar esse video para texto, pois ficaria grande demais no video; 
 Vamos falar então do panorama do mercado americano e o que espero para essa semana.  
Vocês me sugeriram falar sobre ouro e macroeconomia dos Estados Unidos e Gold (GCEZ2022). 

Sobre o S&P 500, teremos rolagem essa semana, onde já trato no artigo que estará nas ideias relacionadas, o fatídico artigo sobre a rolagem (risos)! Fazer o quê. Mas falaremos então sobre o que espero da semana e dos Estados Unidos e também falaremos do Brasil. 

Macroeconomia EUA 

Falando um pouco sobre a macroeconomia americana, eu montei uma tabela baseada no calendário econômico com os principais indicadores. A gente sabe que os Estados Unidos passam por um processo de desinflação. Isso já ficou nítido desde 2022 que foi um ano bem complicado para quem opera mercado futuro. 


Pegando aqui os exemplos de fevereiro. 





Source: Economic Calendar 


E agora a gente comparará com os exemplos atuais de setembro. 





Source: Economic Calendar 

 *Non Farms Payroll, caiu de 467 mil em fevereiro para 187 mil em setembro, o que significa que o mercado de trabalho desacelerou e a renda e o consumo das famílias americanas podem ter sido reduzidos. 

*A Core Inflation, que mede a variação dos preços excluindo os itens mais voláteis como alimentos e energia, diminuiu de 6,0% em fevereiro para 4,2% em setembro. Dessa forma, a pressão inflacionária caiu e o poder de compra dos consumidores americanos pode ter melhorado. 

*A Inflation Rate, que mede a variação geral dos preços ao consumidor, também diminuiu de 7,5% em fevereiro para 4,7% em setembro. Assim sendo, a economia americana desinflou e as expectativas dos agentes econômicos podem ter se estabilizado. 

*O Consumer Price Index (CPI), aumentou de 281,1 em fevereiro para 305,7 em setembro. Esse índice indica um encarecimento do custo de vida dos americanos e uma possível perda de competitividade das exportações americanas. 

*O Unemployment Rate, diminuiu de 4,0% em fevereiro para 3,8% em setembro. Esse indicador mostra uma melhora do nível de emprego e uma possível aumento da confiança e da satisfação dos trabalhadores americanos. 

*O Produto Interno Bruto (PIB) dos EUA, caiu de 7,0% em fevereiro para 2,1% em setembro. Esse dado revela uma desaceleração do crescimento econômico e uma possível recessão da atividade produtiva dos EUA. 

*O Interest Rate, que mede a taxa básica de juros da economia americana, aumentou de 4,75% em fevereiro para 5,50% em setembro. Esse aumento eleva o custo do crédito e pode contrair a demanda agregada dos EUA. 

*A dívida pública americana aumentou de US$ 30 trilhões (100% do PIB) em fevereiro para US$ 31,6 trilhões (129% do PIB) em setembro. Esse acréscimo indica um aumento do endividamento público e uma possível deterioração da sustentabilidade fiscal dos EUA. 

Comparação entre as 2 tabelas:  






		Source: Economic Calendar 

Bom, a gente sabe que essas oscilações na macroeconomia têm acontecido porque agora eles sentem as políticas de lockdown e também da guerra da Ucrânia, que prejudicou bastante a cadeia de suprimentos e elevou a inflação lá nas alturas. Não só isso, petróleo é um dos principais fatores para a inflação subir, pois ele afeta diretamente o custo de produção e de diversos bens e serviços. Além disso, petróleo é cotado em dólar no mercado internacional, o que significa que a variação da moeda também afeta o preço do combustível. Petróleo chegou no seu nível mais baixo ali em 2020. Desde então, houve cortes de produção de petróleo ao redor do mundo para que o preço do petróleo aumentasse.  
Claro que, a longo prazo, esses efeitos seriam sentidos porque a escassez leva ao aumento da demanda. Uma das ferramentas para se controlar a inflação é os juros e o objetivo do Jerome Powell é justamente controlar os juros. Eu não sei o que vocês realmente operam, mas os juros influenciam diretamente o mercado de renda variável, porque eles afetam o valor do dólar e a rentabilidade dos investimentos em diferentes mercados. O mercado futuro não seria diferente porque ele reduziria o apetite por risco dos investidores que podem preferir aplicações mais seguras e menos voláteis do que o mercado futuro, por exemplo. E isso tira dinheiro do mercado e diminui a liquidez. Essa liquidez é o sangue do mercado. Por isso que de 2022 para cá o mercado não tem sido tão bom para operar, principalmente ano passado que foi bem estranho. Claro que eles vão preferir migrar para renda fixa e o título de 5 anos tem sido uma atração muito grande para esses investidores. 

Ponto importante para quem prefere renda fixa do Brasil ao invés da renda fixa do EUA 

E para quem não sabe e acha que a renda fixa do Brasil vale mais a pena do que o título de 5 anos nos Estados Unidos pode pensar que nós temos uma rentabilidade de 14% enquanto eles estão com uma rentabilidade de 5.5%, que é menor. Mas se vocês fizerem uma matemática básica vão ver que o real vale cerca de 0,20 USD e se você fizer uma conta (real 0.20 x 14 = 2.8; dólar 1 x 5.5 = 5.5), vão observar que o retorno lá será muito maior do que aqui. Isso é um fato e não dá para discutir. Outro fator é que para quem acha que é vantagem ter real em relação ao dólar é que simplesmente se a gente for observar: 
			




		Está em uma reacumulação desde o dia 20/04/2020. Não só isso, essa alta veio de uma acumulação que aconteceu desde 2016, coincidentemente também em abril. E se vermos, ele tem oscilado do 5.73 até os 4.67 e pode acontecer nesse mercado subir muito ainda e acredito que esse gatilho será quando o Campos Neto deixar a presidência do Banco Central. Então essa posição não pode ser à toa e a gente sabe disso. 

Conclusão da macroeconomia dos Estados Unidos 
 Ainda é bem preocupante, já que os juros devem subir bastante ainda ao longo desse ano e no início do próximo ano e só devem se normalizar no final de 2024. E a questão da dívida pública também preocupa bastante apesar da renegociação. Podemos ver essa dívida aumentar bastante também até no final do próximo ano por conta dos juros alto. 

Gold XAUUSD/GCEZ2022 

Que deve ser o foco durante a semana, já que o S&P e os outros índices irão entrar em rolagem, o que dificulta bastante as operações durante a semana. 
			




		Tivemos esse movimento de alta sem fluxo comprador. Obviamente, foi um movimento de overnight e ele está trabalhando no canal de alta antes da abertura do mercado americano. Operando nesse ativo, podemos ver um repique desse movimento de alta ainda, enquanto no gráfico de 1 hora a gente pode ver aí um canal de alta. 
			




		Também, o gold deve se beneficiar a longo prazo com os juros. 
Retornando um pouco para macroeconomia dos Estados Unidos, ainda há motivos para preocupação, já que os juros devem aumentar muito ainda ao longo desse ano e no início do próximo ano e só devem se normalizar no final de 2024. E a questão da dívida pública também é um fator de risco apesar da renegociação. Podemos ver essa dívida crescer muito também até no final do próximo ano. 

Mais projeções sobre o gold 

Que deve ser o foco durante a semana, já que o S&P e os outros índices irão entrar em rolagem, o que dificulta bastante as operações durante a semana. Observe o gráfico: 





		 Tivemos esse movimento de alta sem fluxo comprador. Obviamente, foi um movimento de overnight e ele está trabalhando no canal de alta antes da abertura do mercado americano. Operando nesse ativo, podemos ver um repique desse movimento de alta ainda, enquanto no gráfico de 1 hora a gente pode ver aí um canal de alta. 
			




		Também, o gold deve se beneficiar a longo prazo com os juros. 

Espero que você tenha gostado desse artigo.
                    
",
Atualizado ,2023-09-11 13:43:08,GBPJPY,2,Piero-Fernandes,30,/u/Piero-Fernandes/,Viés de alta,GBP/JPY - Ordem de Compra (Buy),"


                            Trade closed: stop reached:                        

                            🛑 Operação encerrada com prejuízo 
Risco / Retorno 
Retorno Bruto: -1R 

(O valor de 'R' corresponde ao percentual de risco por operação no SL)

                        

 

                        Preço de Compra: 183.845 
SL: 183.030 
TP: 185.220 

Fundamento: A base da minha negociação é sob a relevância do movimento interbancário (Smart Money). 
Técnico: Macro (D + H4 - Continuação de tendência + Suporte em LTA) Gatilho (M30 + H1- Fundo Duplo + LTA) 
Sentimento: Nada de específico no momento.
                    
",1.0
Atualizado ,2023-09-11 11:26:40,BTCUSD,24,GustavoCorrea1,2920,/u/GustavoCorrea1/,Viés de baixa,PANORAMA BITCOIN 11/09 - Atenção a esta semana!,"


                            Comment:                        

                            Booooooooooom!!!   Exatamente como comentamos no vídeo! 









 

                        Olá Amigos! Fica aqui minha análise do Bitcoin. 
E espero que tenha ajudado. Deixe Boost e compartilhe esta ideia! 

Ah e não esquece de me seguir aqui no Trading View
                    
",-1.0
,2023-09-11 11:16:24,EURUSD,2,Eltondavell,70,/u/Eltondavell/,,EUR/USD Possível cenário,"Temos a paridade em um forte movimento de queda onde encontrou um suporte para realizar sua distribuição na zona de 1.07 e dar continuidade ao movimento. 
Poderemos ver no decorrer da semana o movimento A,B,C jogando o preço para cima em 1.09 nan",
